Village,Copper - Sufficient,Copper - Deficient,Boron - Sufficient,Boron - Deficient,S - Sufficient,S - Deficient,Fe - Sufficient,Fe - Deficient,Zn - Sufficient,Zn - Deficient,Mn - Sufficient,Mn - Deficient
Kundiamallur North,20,0,20,0,0,20,20,0,20,0,20,0
Ellappenpettai,37,0,37,0,0,37,37,0,20,17,37,0
Tondamanatham,15,0,15,0,0,15,15,0,15,0,15,0
Virupakshi,1,0,1,0,0,1,1,0,1,0,1,0
Kilur,30,0,30,0,0,30,30,0,30,0,30,0
Adurkuppam,2,0,2,0,0,2,2,0,2,0,2,0
Idankondambattu,15,0,15,0,0,15,15,0,15,0,15,0
Tondamanatham,15,0,15,0,0,15,15,0,15,0,15,0
Virupakshi,20,0,18,2,1,19,20,0,17,3,20,0
Kilur,31,0,31,0,0,31,31,0,31,0,31,0
Adurkuppam,2,0,2,0,0,2,2,0,2,0,2,0
Idankondambattu,37,0,37,0,8,29,37,0,34,3,37,0
Kurinjipadi North,4,0,4,0,0,4,4,0,4,0,4,0
Thambipalayam,131,0,130,1,14,117,131,0,128,3,131,0
Anukkambattu,110,0,110,0,10,100,108,2,108,2,110,0
Vengadampettai,115,0,111,4,20,95,115,0,113,2,115,0
Andarmullippallam,143,0,143,0,2,141,143,0,142,1,143,0
Tiyagavelli,100,0,86,14,59,41,100,0,99,1,100,0
Ambalavanampettai,119,0,116,3,30,89,119,0,112,6,119,0
Madanagopalapuram,115,0,110,5,20,95,114,1,112,3,115,0
Tayilgunampattinam,100,0,74,25,21,79,100,0,99,1,100,0
Vadakkumelur,40,0,40,0,8,32,39,1,40,0,40,0
Kannadi,9,0,8,1,2,7,9,0,9,0,9,0
Kurinjipadi South,11,0,11,0,0,11,11,0,11,0,11,0
Vadakuthu,10,0,10,0,0,10,10,0,9,1,10,0
Ranganathapuram,14,0,14,0,5,9,14,0,13,1,14,0
Agaram West,6,0,6,0,2,4,6,0,3,3,6,0
Ayikuppam,26,0,25,1,6,20,26,0,25,1,26,0
Sirupalaiyur North,10,0,10,0,4,6,10,0,7,3,10,0
Krishnankuppam,6,0,6,0,3,3,6,0,5,1,6,0
Agaram West,6,0,6,0,2,4,6,0,3,3,6,0
Ayikuppam,26,0,25,1,6,20,26,0,25,1,26,0
Sirupalaiyur North,25,0,25,0,4,21,25,0,22,3,25,0
Krishnankuppam,6,0,6,0,3,3,6,0,5,1,6,0
Peddunayakkankuppam,25,0,25,0,6,19,25,0,22,3,25,0
Sirupalaiyur South,23,0,23,0,6,17,23,0,23,0,23,0
Puliyur East,2,0,1,1,2,0,2,0,2,0,2,0
Karuveppambadi,20,0,9,11,0,20,20,0,20,0,20,0
Neyvasal,20,0,20,0,1,19,20,0,17,3,20,0
Kuthur,30,0,30,0,0,30,30,0,26,4,30,0
Elleri East,2,0,2,0,1,1,2,0,2,0,2,0
Kalikandan,21,0,21,0,0,21,21,0,15,6,21,0
Madarsudamani,50,0,50,0,0,50,50,0,46,4,50,0
Puliyangudi (Mannargudi),20,0,20,0,0,20,20,0,14,6,20,0
Keelavanniyur,20,0,20,0,1,19,20,0,12,8,20,0
Nalamputhur,18,0,18,0,1,17,18,0,16,2,18,0
Koothankoil,2,0,2,0,0,2,2,0,2,0,2,0
Nandimangalam,20,0,20,0,0,20,20,0,13,7,20,0
Meyyathur,25,0,25,0,0,25,25,0,23,2,25,0
Oblanjimedu (Meyyathur),14,0,14,0,0,14,14,0,13,1,14,0
Meyyathur,25,0,25,0,0,25,25,0,25,0,25,0
Oblanjimedu (Meyyathur),24,0,24,0,0,24,24,0,19,5,24,0
Thavarthampattu,101,0,93,8,22,79,101,0,91,10,101,0
Chettikkattalai,38,0,38,0,5,33,38,0,37,1,38,0
Kothavasal,30,0,29,1,3,27,30,0,28,2,30,0
Lakshimigudi,36,0,36,0,1,35,36,0,25,11,36,0
Solakkur,52,0,51,1,7,45,52,0,48,4,52,0
Thurakozhi,51,0,51,0,5,46,51,0,40,11,51,0
Mannargudi (Arasur),99,1,98,2,100,0,100,0,95,5,100,0
Chidambara Arasur,100,0,100,0,100,0,100,0,99,1,100,0
Athipattu,100,0,100,0,19,81,100,0,99,1,100,0
Melaparuthigudi,100,0,100,0,76,24,100,0,100,0,100,0
Mullangudi,100,0,100,0,19,81,100,0,100,0,100,0
Kezhakundalapadi,100,0,98,2,10,90,99,1,100,0,100,0
Saliyanthoppu,100,0,93,7,14,86,100,0,92,8,100,0
Kadavacheri,100,0,96,4,18,82,99,1,90,10,100,0
Parivilagam,1,0,1,0,1,0,1,0,1,0,1,0
Radhanallur,1,0,1,0,1,0,1,0,1,0,1,0
Alkondanatham,1,0,1,0,1,0,1,0,1,0,1,0
Kothangudi (Mannargudi),1,0,1,0,1,0,1,0,1,0,1,0
Elleri West,1,0,1,0,1,0,1,0,1,0,1,0
Kuduveli,1,0,1,0,0,1,1,0,1,0,1,0
Puthur (Terkunadu),1,0,1,0,0,1,1,0,1,0,1,0
Sivakam,1,0,1,0,0,1,1,0,1,0,1,0
Tuniseramedu,100,0,100,0,0,100,100,0,94,6,100,0
Mathuranthaganallur,9,0,9,0,0,9,9,0,9,0,9,0
Edayanpalacheri,10,0,10,0,0,10,10,0,10,0,10,0
Kannangudi,50,0,50,0,1,49,50,0,44,6,50,0
Kizhnatham,25,0,24,1,0,25,25,0,25,0,25,0
Palayancherthangudi,3,0,3,0,0,3,3,0,3,0,3,0
Then Harirajapuram,18,0,16,2,0,18,18,0,16,2,18,0
Perungalur,40,0,40,0,0,40,40,0,15,25,40,0
C.Virasezhagan East,1,0,1,0,0,1,1,0,1,0,1,0
Sengalmedu,17,0,17,0,1,16,17,0,17,0,17,0
Therkuviruthangan,20,0,20,0,0,20,20,0,10,10,20,0
Keerapalayam,26,0,25,1,1,25,26,0,20,6,26,0
Tiruppaninatham,25,0,25,0,2,23,24,1,24,1,24,1
Vadakkuviruthangam,20,0,20,0,0,20,20,0,12,8,20,0
Kulappadi,20,0,20,0,1,19,20,0,18,2,20,0
Veyyalur,19,0,19,0,0,19,19,0,19,0,19,0
Sathamangalam,18,0,18,0,5,13,18,0,18,0,18,0
Vayalur,100,0,99,1,4,96,100,0,98,2,100,0
Sirugalur,100,0,100,0,0,100,100,0,92,8,100,0
Devangudi,100,0,100,0,1,99,100,0,88,12,100,0
Ennanagaram,100,0,100,0,3,97,100,0,81,19,100,0
T.Manalur,50,0,50,0,7,43,50,0,41,9,50,0
Poorthangudi,100,0,100,0,16,84,99,1,98,2,100,0
T.Madappuram,50,0,50,0,5,45,50,0,42,8,50,0
Vadappakkam,100,0,81,19,30,70,100,0,71,29,100,0
Vakkur,100,0,76,24,23,77,100,0,90,10,100,0
Paradur North,17,0,17,0,4,13,17,0,17,0,17,0
Vilagam,17,0,17,0,3,14,17,0,16,1,17,0
Kaliayamalai,15,0,15,0,4,11,15,0,14,1,15,0
Kanattampuliyur,24,1,25,0,0,25,25,0,21,4,25,0
Periakottagam,100,0,100,0,6,94,100,0,100,0,100,0
Kuchur,50,0,50,0,1,49,50,0,49,1,50,0
Eachampoondi,50,0,50,0,3,47,50,0,50,0,50,0
Agaraputhur,40,0,40,0,3,37,40,0,37,3,40,0
Vanamadevi,100,0,100,0,8,92,100,0,87,13,100,0
Kondasamudram,100,0,100,0,0,100,100,0,99,1,100,0
Sithamalli,100,0,100,0,3,97,100,0,85,15,100,0
Kurungudi,100,0,100,0,1,99,100,0,98,2,100,0
Maniyam Adur,100,0,100,0,0,100,100,0,99,1,100,0
Movur South,49,0,49,0,1,48,49,0,49,0,49,0
Movur North,51,0,51,0,0,51,51,0,51,0,51,0
Kuppunkuli Poovilandanallur,50,0,50,0,5,45,50,0,50,0,50,0
Ayangudi,50,0,50,0,1,49,50,0,50,0,50,0
Melpakkathurai,50,0,50,0,0,50,50,0,38,12,50,0
Muttam,25,0,25,0,7,18,25,0,25,0,25,0
Veerananallur,99,1,100,0,17,83,99,1,99,1,99,1
Kuppapillichavadi,50,0,37,13,11,39,50,0,50,0,50,0
Uttamasolagan(Mannargudi),30,0,30,0,6,24,30,0,30,0,30,0
Mamangalam,40,0,38,2,16,24,40,0,38,2,40,0
Arulmozhidevan,30,0,23,7,16,14,30,0,30,0,29,1
Alinjamangalam,40,0,23,17,3,37,40,0,40,0,40,0
Palavaykandan,30,0,23,7,19,11,30,0,28,2,30,0
Melradhambur,30,0,30,0,5,25,30,0,30,0,30,0
Gopalapuram,48,0,48,0,11,37,48,0,41,7,48,0
Kammapuram,55,0,55,0,0,55,55,0,22,33,55,0
U.Adhanur,6,0,6,0,0,6,6,0,6,0,6,0
Keenanur,7,0,7,0,0,7,7,0,7,0,7,0
Sattapadi,4,0,4,0,0,4,4,0,4,0,4,0
Mummudicholagan,4,0,4,0,0,4,4,0,4,0,4,0
Palakkollai,83,0,83,0,5,78,80,3,81,2,83,0
Ammeri,50,0,50,0,1,49,50,0,46,4,50,0
U.Kulapakkam,55,0,52,3,7,48,53,2,54,1,55,0
Kottumulai,10,0,10,0,0,10,10,0,5,5,10,0
Puttur Ka.,10,0,10,0,0,10,10,0,5,5,10,0
Perundurai,59,0,54,5,18,41,59,0,57,2,59,0
Arasakuli,6,0,6,0,0,6,6,0,6,0,6,0
Ottimedu,15,0,15,0,0,15,15,0,15,0,15,0
Mudanai,14,0,14,0,0,14,14,0,14,0,14,0
U.Agaram,10,0,10,0,0,10,10,0,10,0,10,0
Periyakappankulam,10,0,10,0,1,9,10,0,10,0,10,0
Ko.Adhanur,40,0,40,0,0,40,40,0,36,4,40,0
Kumaramangalam,100,0,97,3,17,83,100,0,93,7,100,0
Mavidandal,100,0,87,13,10,90,100,0,99,1,100,0
Sathamangalam,100,0,96,4,16,84,100,0,98,2,100,0
U.Mangalam,38,0,39,0,7,32,39,0,39,0,39,0
Kunankurichi,5,0,5,0,0,5,5,0,5,0,5,0
Vilangalpattu,116,1,97,20,6,111,115,2,117,0,117,0
Vanamadevi North,141,0,141,0,20,121,141,0,133,8,141,0
Pillali,138,0,138,0,2,136,138,0,87,51,138,0
Varakalpattu,17,0,17,0,0,17,17,0,9,8,17,0
Vellapakkam,66,0,65,1,5,61,66,0,47,19,66,0
Konamangalam,16,0,16,0,1,15,16,0,13,3,16,0
Malaipperumal Agaram,162,0,161,1,9,153,161,1,156,6,162,0
Madalpattu,48,0,48,0,0,48,48,0,46,2,48,0
Kilkumaramangalam,2,0,2,0,0,2,2,0,2,0,2,0
karaikkadu,53,0,53,0,1,52,53,0,53,0,53,0
Otteri,7,0,8,0,3,5,8,0,8,0,8,0
Chennappanayakkanpalayam,10,0,10,0,6,4,10,0,10,0,10,0
Naduvirappattu,33,0,33,0,11,22,33,0,33,0,33,0
Mavadipalayam,5,0,5,0,1,4,5,0,5,0,5,0
Vanamadevi South,6,0,6,0,0,6,6,0,5,1,6,0
Tirumanikkuli,7,0,7,0,0,7,7,0,7,0,7,0
Tiruvandipuram,100,0,91,9,24,76,100,0,87,13,100,0
Marudadu,100,0,99,1,18,82,100,0,95,5,99,1
Vellakarai,191,0,161,30,17,174,190,1,186,5,191,0
Kudikkadu,26,0,26,0,5,21,26,0,26,0,26,0
Arisipperiyankuppam,50,0,50,0,12,38,49,1,50,0,50,0
Padirikuppam (CT),15,0,10,5,3,12,15,0,15,0,15,0
Thukkanampakkam,5,0,5,0,0,5,5,0,5,0,5,0
Nallathur,9,0,9,0,0,9,9,0,9,0,9,0
Pallippattu,4,0,4,0,0,4,4,0,4,0,4,0
Sedappalayam,34,0,24,10,5,29,34,0,33,1,34,0
Tiruppanambakkam,5,0,1,4,5,0,5,0,5,0,5,0
Tennambakkam,40,0,39,1,19,21,40,0,16,24,40,0
Cuddalore OT (Municipal),1,0,1,0,0,1,1,0,1,0,1,0
Nattapattu,1,0,0,1,0,1,1,0,1,0,1,0
Gunduuppalavadi (CT),1,0,1,0,0,1,1,0,1,0,1,0
Kilinjikuppam,9,0,9,0,0,9,9,0,9,0,9,0
Annavalli,19,0,19,0,2,17,18,1,19,0,19,0
Tottappattu,1,0,0,1,1,0,1,0,1,0,1,0
Melkavarapattu,100,0,100,0,2,98,100,0,100,0,100,0
Palappattu,60,0,60,0,1,59,60,0,59,1,60,0
Palur,100,0,100,0,3,97,99,1,81,19,100,0
Keezhpathi - ,40,0,40,0,0,40,40,0,30,10,40,0
Nellikuppam,20,0,20,0,0,20,19,1,13,7,20,0
Melkumaramangalam (South),100,0,100,0,7,93,100,0,98,2,100,0
Kanisapakkam,100,0,100,0,17,83,100,0,95,5,100,0
Enadirimangalam,130,0,128,2,23,107,130,0,115,15,130,0
Sundaravandi,100,0,94,6,9,91,100,0,99,1,100,0
Kavanur,45,0,42,3,7,38,45,0,45,0,45,0
Paithambadi,125,0,113,12,27,98,125,0,113,12,125,0
Pandarakkottai,99,0,85,15,39,61,99,1,94,6,100,0
Poondi,100,0,85,15,12,88,99,1,85,15,100,0
Melpattanpakkam,37,0,36,1,2,35,37,0,35,2,37,0
Perumalnaickenpalayam,18,0,17,1,0,18,18,0,16,2,18,0
Vaanpakkam,50,0,49,1,16,34,49,1,43,7,49,1
Maligamedu,2,0,2,0,0,2,2,0,2,0,2,0
Thirasu,3,0,3,0,0,3,3,0,3,0,3,0
Perur Chettipalayam (CT),121,0,44,77,90,31,60,61,118,3,60,61
KOMARAPALAYAM,4,0,4,0,4,0,1,3,4,0,4,0
ALANTHURAI,12,0,12,0,9,3,6,6,12,0,12,0
EAST CHITHIRAI CHAVADI,12,0,12,0,11,1,1,11,12,0,12,0
Madampatti,4,0,4,0,4,0,1,3,4,0,4,0
Madavarayapuram,2,0,1,1,2,0,0,2,2,0,1,1
Thennammanallur,2,0,2,0,2,0,1,1,2,0,2,0
KOMARAPALAYAM,4,0,2,2,4,0,1,3,4,0,4,0
ALANTHURAI,18,0,0,18,11,7,6,12,18,0,15,3
EAST CHITHIRAI CHAVADI,14,0,7,7,13,1,1,13,14,0,14,0
Madampatti,141,0,34,110,134,10,47,97,142,2,121,23
Madavarayapuram,6,0,1,5,6,0,0,6,4,2,3,3
Thennammanallur,4,0,3,1,4,0,1,3,4,0,4,0
THONDAMUTHUR,16,0,3,13,16,0,13,3,16,0,16,0
DEVARAYANPURAM,1,0,0,1,1,0,0,1,1,0,1,0
Narasipuram,4,0,1,3,4,0,2,2,4,0,4,0
VEDAPATTY,3,0,0,3,2,1,0,3,3,0,3,0
VADAVALLI,3,0,1,2,3,0,0,3,3,0,3,0
KALIKANAIKEN PALAYAM,3,0,1,2,3,0,0,3,3,0,3,0
IKARAIPOLUVAMPATTY (N),1,0,0,1,0,1,0,1,1,0,0,1
Jagirnaickenpalyam,1,0,0,1,1,0,0,1,1,0,1,0
THENKARAI,2,0,2,0,2,0,0,2,2,0,2,0
POOLUVAMPATTI,2,0,1,1,2,0,0,2,2,0,0,2
Theethipalayam,1,0,1,0,1,0,0,1,1,0,0,1
Kittampalayam,128,0,32,100,118,14,53,79,127,5,86,46
Neelambur (CT),87,0,6,81,69,18,18,69,77,10,48,39
Paduvampalli,18,0,17,1,17,1,12,6,17,1,10,8
MOPPIRIPALAYAM ,1,0,1,0,1,0,1,0,1,0,1,0
Paduvampalli,21,0,6,15,18,3,12,9,20,1,14,7
MOPPIRIPALAYAM ,2,0,0,2,2,0,1,1,2,0,2,0
KANNAMPALAYAM ,3,0,1,2,2,1,1,2,3,0,1,2
Kangayampalayam,88,1,7,82,47,42,51,38,86,3,52,37
Kalangal,27,1,7,21,23,5,8,20,24,4,22,6
SULUR,4,0,0,4,4,0,2,2,4,0,3,1
Rasipalayam,2,0,1,1,2,0,0,2,1,1,1,1
Kadampadi,3,0,3,0,1,2,0,3,0,3,0,3
Arasur (CT),3,0,1,2,2,1,0,3,0,3,2,1
IRUGUR ,4,0,0,4,3,1,0,4,0,4,2,2
K.Madapur (CT),2,0,1,1,1,1,0,2,0,2,1,1
Kaniyur (CT),4,1,0,5,4,1,3,2,3,2,2,3
Peedampalli,4,0,0,4,3,1,1,3,2,2,2,2
Semmandampalayam,2,0,1,1,1,1,0,2,2,0,1,1
Kaduvettipalayam,1,0,0,1,1,0,0,1,1,0,1,0
KARUMATHAMPATTY ,5,0,1,4,5,0,3,2,5,0,1,4
Pattanam (CT),4,0,1,3,4,0,2,2,2,2,3,1
Kumarapalayam,85,0,13,73,83,3,54,32,83,3,43,43
Appanaickenpatti,103,0,23,82,96,9,63,42,103,2,60,45
Pachapalayam,102,2,19,90,108,1,28,81,105,4,86,23
Bogampatti,6,0,2,4,5,1,2,4,6,0,6,0
Vadavalli,15,0,2,13,15,0,6,9,15,0,3,12
Sellakkarichal,3,0,3,0,3,0,1,2,3,0,3,0
Senjeriputhur,89,0,89,1,85,5,41,49,89,1,41,47
Sellakkarichal,11,0,1,10,9,2,2,9,11,0,9,2
Senjeriputhur,112,3,20,96,108,8,43,73,113,3,66,50
Vadambacheri,5,0,0,5,4,1,0,5,5,0,5,0
Kammalapatti,14,0,0,14,13,1,4,10,14,0,8,6
Pappampatti,2,0,0,2,2,0,0,2,2,0,1,1
Senjeri Ayyampalayam,15,0,0,15,14,1,1,14,13,2,10,5
Poorandampalayam,4,0,0,4,3,1,0,4,4,0,3,1
Thalakkarai,16,0,8,8,12,4,5,11,16,0,16,0
Kallapalayam,2,0,0,2,2,0,0,2,2,0,0,2
Varapatti,4,0,0,4,3,1,3,1,4,0,2,2
Edayapalayam,3,0,0,3,3,0,0,3,3,0,0,3
J.Krishnapuram,1,0,1,0,1,0,0,1,1,0,1,0
Malaipalayam,7,0,0,7,7,0,5,2,7,0,3,4
Thalakkarai,16,0,8,8,12,4,5,11,16,0,16,0
Kallapalayam,2,0,0,2,2,0,0,2,2,0,0,2
Varapatti,4,0,0,4,3,1,3,1,4,0,2,2
Edayapalayam,3,0,0,3,3,0,0,3,3,0,0,3
J.Krishnapuram,1,0,1,0,1,0,0,1,1,0,1,0
Malaipalayam,7,0,0,7,7,0,5,2,7,0,3,4
Vellanaipatti,101,0,24,79,89,14,64,39,99,4,47,56
IDIKARAI,1,0,0,1,1,0,0,1,1,0,1,0
SARKAR SAMAKULAM,7,0,2,5,7,0,5,2,7,0,7,0
Agraharasamakulam,1,0,1,0,1,0,0,1,1,0,1,0
Kallipalayam,1,0,0,1,1,0,0,1,1,0,1,0
IDIKARAI,7,0,0,7,7,0,4,3,7,0,7,0
SARKAR SAMAKULAM,13,0,0,13,13,0,8,5,13,0,8,5
Agraharasamakulam,6,0,3,3,6,0,3,3,6,0,5,1
Kallipalayam,8,0,0,8,6,2,1,7,8,0,1,7
KALAPATTI (WEST) ,2,0,0,2,2,0,2,0,2,0,2,0
Vilankurichi (CT) ,1,0,0,1,1,0,1,0,0,1,0,1
VELLAKINAR ,5,0,0,5,5,0,1,4,5,0,3,2
Vellamadai,11,0,0,11,6,5,8,3,11,0,1,10
Kondayampalayam,5,0,0,5,5,0,0,5,5,0,5,0
Keeranatham,10,0,0,10,2,8,7,3,10,0,1,9
SARVANAMPATTY ,3,0,0,3,3,0,0,3,3,0,0,3
CHINNAVEDAMPATTY ,2,0,1,1,2,0,0,2,2,0,0,2
Nathukkalpalayam,95,0,41,56,78,19,26,71,97,0,60,37
Solapalayam,85,0,28,58,75,11,46,40,83,3,49,37
Kanjampatti,9,0,2,7,6,3,2,7,9,0,7,2
Sinjuvadi,20,0,9,11,17,3,3,17,19,1,16,4
Koolanaickenpatti,92,0,24,73,69,28,31,66,92,5,57,40
Dhalavaipalayam,120,0,43,80,73,50,25,98,111,12,78,45
Gomangalam,128,0,29,99,90,38,66,62,125,3,75,53
S. Ponnapuram,88,0,22,66,74,14,30,58,85,3,48,40
Kolarpatti,1,0,0,1,1,0,0,1,1,0,1,0
ZAMIN UTHUKULI ,3,1,0,4,4,0,1,3,4,0,0,4
Gomangalampudur,3,1,1,3,3,1,3,1,4,0,4,0
Seelakkampatti,1,1,0,2,1,1,0,2,2,0,2,0
S. Malayandipatnam,3,0,0,3,3,0,1,2,2,1,2,1
Nallampalli,3,1,0,4,4,0,1,3,4,0,2,2
Palayur,2,0,0,2,2,0,0,2,2,0,2,0
Veeralpatti,2,0,0,2,2,0,1,1,2,0,2,0
Thondamuthur,5,0,0,5,5,0,1,4,5,0,4,1
Thenkumarapalayam,1,0,0,1,1,0,0,1,1,0,1,0
ZAMIN UTHUKULI ,3,1,0,4,4,0,1,3,4,0,0,4
Gomangalampudur,3,1,1,3,3,1,3,1,4,0,4,0
Seelakkampatti,1,1,0,2,1,1,0,2,2,0,2,0
S. Malayandipatnam,3,0,0,3,3,0,1,2,2,1,2,1
Nallampalli,3,1,0,4,4,0,1,3,4,0,2,2
Palayur,2,0,0,2,2,0,0,2,2,0,2,0
Veeralpatti,2,0,0,2,2,0,1,1,2,0,2,0
Thondamuthur,5,0,0,5,5,0,1,4,5,0,4,1
Thenkumarapalayam,1,0,0,1,1,0,0,1,1,0,1,0
Vellalapalayam,80,0,26,54,59,21,34,46,73,7,45,35
Rasichettipalayam,28,0,2,26,28,0,17,11,27,1,19,9
Gollapatti,86,0,21,66,72,15,15,72,83,4,39,48
Vadakkipalayam,85,1,33,54,76,11,29,58,84,3,72,15
Chandrapuram,79,1,27,53,66,14,32,48,78,2,41,39
Kabilipalayam,4,0,0,4,3,1,0,4,3,1,4,0
Servaikaranpalayam,4,0,0,4,2,2,0,4,4,0,2,2
Ramapatinam,8,0,5,3,6,2,1,7,8,0,7,1
Kulakkalpalayam,8,0,3,5,6,2,0,8,8,0,4,4
Manur,13,0,0,13,12,1,0,13,13,0,1,12
Kurumbapalayam,4,0,3,1,3,1,1,3,4,0,3,1
Kittasuarampalayam,7,0,4,3,7,0,0,7,7,0,6,1
R. Ponnapuram,3,0,0,3,2,1,0,3,3,0,3,0
Chikkarayapuram,3,0,0,3,3,0,0,3,3,0,3,0
Santhegoundanpalayam,84,0,0,84,77,7,3,81,80,4,30,54
Achipatti (CT),8,0,0,8,7,1,0,8,8,0,6,2
Rasakkapalayam,3,0,2,1,2,1,0,3,3,0,3,0
Poosanaickendhali,1,0,0,1,0,1,0,1,1,0,1,0
Kullichettipalayam,3,0,0,3,3,0,0,3,3,0,3,0
Z. Muthur,32,0,7,25,32,0,9,23,32,0,22,10
A. Nagoor,5,0,0,5,5,0,5,0,5,0,1,4
Boligoundenpalayam,1,0,0,1,1,0,1,0,1,0,0,1
Ayyampalayam,86,1,10,77,74,13,25,62,84,3,50,37
Anupparpalayam,14,0,3,11,13,1,6,8,14,0,4,10
Poosaripatti,5,0,1,4,5,0,4,1,5,0,1,4
Kondegoundenpalayam,1,0,1,0,1,0,0,1,1,0,1,0
Sinna Negamam,2,0,0,2,2,0,1,1,2,0,2,0
Kallipatti,1,0,0,1,1,0,0,1,1,0,1,0
Avaleppampatti,1,0,0,1,1,0,1,0,1,0,1,0
Devambadi,2,0,0,2,2,0,1,1,2,0,2,0
Thalakkarai,4,0,0,4,3,1,3,1,2,2,4,0
Poravipalayam,52,1,19,34,44,9,8,45,52,1,29,24
Servakaranpalayam,5,0,5,0,4,1,2,3,5,0,4,1
PERIYA NEGAMAM,14,3,2,15,12,5,4,13,16,1,15,2
Mulanur,6,0,0,6,6,0,2,4,6,0,6,0
Kondegoundenpalayam,1,0,1,0,1,0,0,1,1,0,1,0
Sinna Negamam,2,0,0,2,2,0,1,1,2,0,2,0
Kallipatti,1,0,0,1,1,0,0,1,1,0,1,0
Avaleppampatti,1,0,0,1,1,0,1,0,1,0,1,0
Devambadi,2,0,0,2,2,0,1,1,2,0,2,0
Thalakkarai,4,0,0,4,3,1,3,1,2,2,4,0
Poravipalayam,52,1,19,34,44,9,8,45,52,1,29,24
Servakaranpalayam,5,0,5,0,4,1,2,3,5,0,4,1
PERIYA NEGAMAM,14,3,2,15,12,5,4,13,16,1,15,2
Mulanur,6,0,0,6,6,0,2,4,6,0,6,0
Pannimadai,127,0,48,81,121,8,53,76,126,3,89,40
Nanjundapuram,134,0,58,77,114,21,78,57,132,3,93,42
Bilichi,3,0,3,0,3,0,0,3,3,0,2,1
VEERAPANDI 24,6,0,6,0,6,0,6,0,5,1,5,1
GUDALUR (N) and (S),4,0,4,0,4,0,0,4,4,0,2,2
Bilichi,12,0,4,8,12,0,4,8,12,0,9,3
VEERAPANDI 24,14,0,3,11,14,0,6,8,13,1,13,1
GUDALUR (N) and (S),6,0,2,4,6,0,1,5,6,0,4,2
GOUNDENPALAYAM,3,0,0,3,3,0,2,1,3,0,2,1
Somayampalayam (CT),3,0,0,3,2,1,1,2,3,0,3,0
Veerapandi,2,0,0,2,2,0,2,0,2,0,1,1
NARASIMMANAIKENPALAYAM,6,0,2,4,5,1,2,4,6,0,2,4
Kurudampalayam (CT),6,0,3,3,6,0,0,6,6,0,4,2
THUDIYALUR,4,0,0,4,4,0,1,3,4,0,4,0
Naickenpalayam,14,0,0,14,10,4,0,14,14,0,5,9
PERIYANAIKANPALAYAM,10,0,3,7,8,2,1,9,10,0,10,0
Mavuthampathi,118,0,42,77,111,8,50,69,117,2,68,51
Seerappalayam,133,0,56,77,109,24,51,82,132,1,87,46
SUNDAKAMUTHUR ,1,0,1,0,1,0,0,1,1,0,1,0
KUNIAMUTHUR ,2,0,2,0,2,0,1,1,2,0,2,0
CHETTYPALAYAM,2,0,2,0,2,0,0,2,2,0,2,0
KURICHY,1,0,1,0,1,0,0,1,1,0,1,0
MADUKARAI,3,0,2,1,3,0,0,3,3,0,1,2
ETTIMADAI,2,0,2,0,2,0,2,0,2,0,2,0
VELLALUR,3,0,0,3,3,0,0,3,3,0,2,1
OORATTUKUPPAI,3,0,3,0,3,0,0,3,3,0,3,0
Valukkupparai,0,0,1,0,1,0,1,0,1,0,1,0
Arisippalayam,5,0,5,0,3,2,0,5,5,0,5,0
Pichanur,5,0,5,0,5,0,2,3,4,1,3,2
Myleripalayam,2,0,2,0,2,0,2,0,2,0,2,0
Nachippalayam,1,0,1,0,1,0,0,1,1,0,1,0
Singanallur,3,0,3,0,3,0,2,1,2,1,0,3
SUNDAKAMUTHUR ,5,0,1,4,2,3,0,5,5,0,1,4
KUNIAMUTHUR ,2,0,0,2,2,0,1,1,2,0,2,0
CHETTYPALAYAM,4,2,3,3,6,0,0,6,4,2,2,4
KURICHY,1,0,0,1,1,0,0,1,1,0,1,0
MADUKARAI,7,0,0,7,6,1,0,7,7,0,3,4
ETTIMADAI,4,0,0,4,3,1,2,2,4,0,2,2
VELLALUR,8,0,2,6,8,0,0,8,5,3,2,6
OORATTUKUPPAI,7,0,2,5,7,0,0,7,5,2,3,4
Valukkupparai,5,0,0,6,3,3,1,5,6,0,1,5
Arisippalayam,5,0,3,2,3,2,0,5,5,0,5,0
Pichanur,7,0,0,7,6,1,2,5,7,0,4,3
Myleripalayam,2,0,0,2,2,0,2,0,2,0,2,0
Nachippalayam,1,0,0,1,1,0,0,1,1,0,1,0
Singanallur,3,0,0,3,3,0,2,1,2,1,1,2
Karunchamigoundenpalayam,2,0,1,1,2,0,2,0,2,0,2,0
OTHAKALMANDAPAM,1,3,1,3,4,0,0,4,0,4,0,4
THIRUMALAYAMPALAYAM (S),5,0,0,5,4,1,0,5,5,0,3,2
Malumichampatti (CT),3,0,0,3,2,1,0,3,2,1,2,1
Palathurai,1,0,0,1,1,0,1,0,1,0,1,0
Sholanur,141,0,64,79,129,14,59,84,142,1,90,53
Mettupalayam (Part),81,0,32,50,62,20,45,37,81,1,46,36
Kodangipalayam,115,0,46,69,110,5,59,56,107,8,68,47
Kaniyalampalayam,127,0,41,88,119,10,41,88,129,0,52,77
Sirukkalandai,127,5,26,106,112,20,59,73,129,3,58,74
Periakalandai,98,0,48,51,83,16,59,40,97,2,41,58
Kattampatti,117,1,16,104,108,12,48,72,107,13,36,84
